Fecha,Tipo,Categoría,Descripción,Valor
01/08/2026,EXPENSE,Ahorro mensual,Ahorro mensual - 01/08/2026,400000.00,-400000.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,35000.00,-400000.00
01/08/2026,INCOME,Fotocopias,Fotocopias - 01/08/2026,3900.00,-396100.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1800.00,-394300.00
01/08/2026,INCOME,Papelería,Papeleria - 01/08/2026,3000.00,-391300.00
01/08/2026,INCOME,Internet,Internet - 01/08/2026,1500.00,-389800.00
01/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 01/08/2026,170000.00,-559800.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,10000.00,-559800.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1200.00,-558600.00
01/08/2026,INCOME,Papelería,Papeleria - 01/08/2026,1500.00,-557100.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,9000.00,-557100.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1200.00,-555900.00
01/08/2026,INCOME,Papelería,Papeleria - 01/08/2026,600.00,-555300.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,6000.00,-555300.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1000.00,-554300.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,5500.00,-554300.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,2000.00,-552300.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,23000.00,-552300.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,15000.00,-537300.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,5500.00,-537300.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,4400.00,-532900.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,2000.00,-532900.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-532900.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,4200.00,-528700.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,7000.00,-521700.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1600.00,-520100.00
02/08/2026,INCOME,Internet,Internet - 02/08/2026,4700.00,-515400.00
02/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 02/08/2026,200000.00,-715400.00
02/08/2026,EXPENSE,Salidas,627000,627000.00,-1342400.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-1342400.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1200.00,-1341200.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,2000.00,-1339200.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,3000.00,-1336200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,5500.00,-1336200.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1700.00,-1334500.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1800.00,-1332700.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,4200.00,-1328500.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,2000.00,-1328500.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1500.00,-1327000.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1200.00,-1325800.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1300.00,-1324500.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,9000.00,-1324500.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1800.00,-1322700.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1200.00,-1321500.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,4000.00,-1317500.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-1317500.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,11400.00,-1306100.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3100.00,-1303000.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,2000.00,-1301000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,3000.00,-1301000.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1500.00,-1299500.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3000.00,-1296500.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1000.00,-1295500.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,2000.00,-1295500.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1800.00,-1293700.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,5000.00,-1288700.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,700.00,-1288000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-1288000.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1600.00,-1286400.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,9000.00,-1277400.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-1277400.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1400.00,-1276000.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,4200.00,-1271800.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-1271800.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,3900.00,-1267900.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,2700.00,-1265200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,3000.00,-1265200.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1600.00,-1263600.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3600.00,-1260000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-1260000.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,2600.00,-1257400.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,8400.00,-1249000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,9000.00,-1249000.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3000.00,-1246000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,25000.00,-1246000.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3200.00,-1242800.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,5500.00,-1242800.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1400.00,-1241400.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-1239800.00
03/08/2026,INCOME,Escaneo,Scaner - 03/08/2026,600.00,-1239200.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,3500.00,-1235700.00
03/08/2026,INCOME,Internet,Internet - 03/08/2026,7700.00,-1228000.00
03/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 03/08/2026,320000.00,-1548000.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,4000.00,-1548000.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1000.00,-1547000.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1100.00,-1545900.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,2000.00,-1543900.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,4000.00,-1543900.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,4500.00,-1539400.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1500.00,-1537900.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,1200.00,-1536700.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,15000.00,-1536700.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,3800.00,-1532900.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-1531300.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,20000.00,-1531300.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1800.00,-1529500.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,7800.00,-1521700.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,2000.00,-1521700.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,2000.00,-1519700.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,5000.00,-1514700.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1200.00,-1513500.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-1511900.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,2300.00,-1509600.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1400.00,-1508200.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1200.00,-1507000.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1000.00,-1506000.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1800.00,-1504200.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,4800.00,-1499400.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,9000.00,-1499400.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1100.00,-1498300.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-1495300.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,4000.00,-1491300.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,1500.00,-1489800.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,35000.00,-1489800.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,20000.00,-1469800.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,6600.00,-1463200.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1800.00,-1461400.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,1500.00,-1459900.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,10000.00,-1459900.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1000.00,-1458900.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-1455900.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1200.00,-1454700.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,5000.00,-1449700.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,6000.00,-1449700.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1800.00,-1447900.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,6200.00,-1441700.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,2000.00,-1439700.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,2000.00,-1437700.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,2000.00,-1437700.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1000.00,-1436700.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-1433700.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1500.00,-1432200.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,20000.00,-1432200.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,3600.00,-1428600.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-1425600.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,10000.00,-1425600.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1500.00,-1424100.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4000.00,-1420100.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4000.00,-1416100.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,2800.00,-1413300.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4400.00,-1408900.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,20000.00,-1408900.00
06/08/2026,INCOME,Fotocopias,Fotocopias - 06/08/2026,1700.00,-1407200.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2400.00,-1404800.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-1403600.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2000.00,-1401600.00
06/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 06/08/2026,140000.00,-1541600.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,4000.00,-1541600.00
06/08/2026,INCOME,Fotocopias,Fotocopias - 06/08/2026,1400.00,-1540200.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,5400.00,-1534800.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-1533600.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2500.00,-1531100.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,10000.00,-1531100.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,3600.00,-1527500.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-1526300.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,1000.00,-1525300.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,2000.00,-1525300.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,3500.00,-1521800.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,2700.00,-1519100.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2500.00,-1516600.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,6000.00,-1516600.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2700.00,-1513900.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,3600.00,-1510300.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2400.00,-1507900.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,4000.00,-1503900.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,1200.00,-1502700.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1800.00,-1500900.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,1000.00,-1499900.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,4500.00,-1495400.00
08/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 08/08/2026,10000.00,-1495400.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1400.00,-1494000.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,1300.00,-1492700.00
08/08/2026,INCOME,Escaneo,Scaner - 08/08/2026,1200.00,-1491500.00
08/08/2026,INCOME,Papelería,Papeleria - 08/08/2026,1500.00,-1490000.00
08/08/2026,INCOME,Internet,Internet - 08/08/2026,1000.00,-1489000.00
08/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 08/08/2026,60000.00,-1549000.00
08/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 08/08/2026,9000.00,-1549000.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1300.00,-1547700.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3000.00,-1544700.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1300.00,-1543400.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3500.00,-1539900.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3000.00,-1536900.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,5400.00,-1531500.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,600.00,-1530900.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,6000.00,-1530900.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-1529300.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,4200.00,-1525100.00
10/08/2026,INCOME,Escaneo,Scaner - 10/08/2026,1200.00,-1523900.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1500.00,-1522400.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,20000.00,-1502400.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,3000.00,-1499400.00
10/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 10/08/2026,20000.00,-1519400.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-1519400.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1200.00,-1518200.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,3600.00,-1514600.00
10/08/2026,INCOME,Escaneo,Scaner - 10/08/2026,1000.00,-1513600.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1200.00,-1512400.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,10000.00,-1502400.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,2000.00,-1500400.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-1500400.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,2000.00,-1498400.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2000.00,-1496400.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1800.00,-1494600.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,10000.00,-1484600.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,2000.00,-1482600.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,25000.00,-1482600.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1000.00,-1481600.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,4200.00,-1477400.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,2500.00,-1474900.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,20000.00,-1474900.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-1473300.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,1500.00,-1471800.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,9000.00,-1471800.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1400.00,-1470400.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,6000.00,-1464400.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-1464400.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-1462800.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2400.00,-1460400.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,8500.00,-1460400.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1800.00,-1458600.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,8400.00,-1450200.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,20000.00,-1450200.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1000.00,-1449200.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2100.00,-1447100.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,2000.00,-1447100.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1800.00,-1445300.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,5000.00,-1440300.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-1440300.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1200.00,-1439100.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,9000.00,-1430100.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,6000.00,-1430100.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,1600.00,-1428500.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-1428500.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,15000.00,-1428500.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,28700.00,-1428500.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1000.00,-1427500.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-1426300.00
11/08/2026,INCOME,Escaneo,Scaner - 11/08/2026,9000.00,-1417300.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1700.00,-1415600.00
11/08/2026,INCOME,Accesorios,Accesorios - 11/08/2026,70000.00,-1345600.00
11/08/2026,INCOME,Internet,Internet - 11/08/2026,1000.00,-1344600.00
11/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 11/08/2026,80000.00,-1424600.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,35000.00,-1424600.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1500.00,-1423100.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-1421900.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1300.00,-1420600.00
11/08/2026,INCOME,Internet,Internet - 11/08/2026,1500.00,-1419100.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,35000.00,-1419100.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1800.00,-1417300.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,2400.00,-1414900.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1600.00,-1413300.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,28700.00,-1413300.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,3000.00,-1410300.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-1409100.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,2400.00,-1406700.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-1406700.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,7200.00,-1399500.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-1398300.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1000.00,-1397300.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-1397300.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1200.00,-1396100.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,3300.00,-1392800.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1600.00,-1391200.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-1391200.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,2400.00,-1388800.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,3300.00,-1385500.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1500.00,-1384000.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,9000.00,-1384000.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,6000.00,-1378000.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,5400.00,-1372600.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,4000.00,-1368600.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,2000.00,-1366600.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1800.00,-1364800.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,2500.00,-1362300.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1900.00,-1360400.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,20000.00,-1340400.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,4000.00,-1336400.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,6000.00,-1330400.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,5000.00,-1325400.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1400.00,-1324000.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,6000.00,-1318000.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,5500.00,-1318000.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,1200.00,-1316800.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1200.00,-1315600.00
12/08/2026,INCOME,Escaneo,Scaner - 12/08/2026,500.00,-1315100.00
12/08/2026,INCOME,Papelería,Papeleria - 12/08/2026,2000.00,-1313100.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-1311600.00
12/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 12/08/2026,100000.00,-1411600.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,35000.00,-1411600.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,8600.00,-1403000.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1800.00,-1401200.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-1399700.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,3000.00,-1399700.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,7200.00,-1392500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1100.00,-1391400.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-1389900.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,5400.00,-1384500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,3600.00,-1380900.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,2400.00,-1378500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1800.00,-1376700.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,1200.00,-1375500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,2000.00,-1373500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,2000.00,-1371500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,3000.00,-1368500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,4000.00,-1364500.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,8000.00,-1356500.00
13/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 13/08/2026,10000.00,-1356500.00
